249.1 ,0    ,98.75 ,158.11,12.8 ,987.76,889.01,56 ,42.03
246.83,0    ,125.08,143.3 ,11.99,1086.8,800.89,56 ,60.322
148   ,0    ,182   ,181   ,15   ,839   ,884   ,28 ,15.52
194.68,0    ,100.52,165.62,7.48 ,1006.4,905.9 ,100,37.342
251.37,0    ,118.27,192.94,5.75 ,1043.6,754.3 ,56 ,39.266
166.8 ,250.2,0     ,203.5 ,0    ,975.6 ,692.6 ,28 ,33.948
155   ,0    ,143   ,193   ,9    ,1047  ,697   ,28 ,12.459
238.2 ,158.8,0     ,185.7 ,0    ,1040.6,734.3 ,28 ,26.914
380   ,0    ,0     ,228   ,0    ,932   ,670   ,180,53.104
186.2 ,124.1,0     ,185.7 ,0    ,1083.4,764.3 ,7  ,7.9959
225   ,0    ,0     ,181   ,0    ,1113  ,833   ,28 ,17.34
450.1 ,50   ,0     ,200   ,3    ,1124.4,613.2 ,28 ,39.376
339   ,0    ,0     ,197   ,0    ,968   ,781   ,180,36.446
322   ,0    ,0     ,203   ,0    ,974   ,800   ,180,29.585
212   ,0    ,124.78,159   ,7.84 ,1085.4,799.54,100,47.815
401.8 ,94.7 ,0     ,147.4 ,11.4 ,946.8 ,852.1 ,3  ,41.1
190.34,0    ,125.18,166.61,9.88 ,1079  ,798.9 ,14 ,19.416
116   ,173  ,0     ,192   ,0    ,909.8 ,891.9 ,3  ,6.2804
200   ,133  ,0     ,192   ,0    ,965.4 ,806.2 ,90 ,43.251
212.07,0    ,121.62,180.31,5.69 ,1057.6,779.32,14 ,20.919
167   ,75.4 ,167   ,164.03,7.91 ,1007.3,770.1 ,3  ,15.52
313.3 ,145  ,0     ,178.5 ,8    ,867.2 ,824   ,28 ,40.925
389.9 ,189  ,0     ,145.9 ,22   ,944.7 ,755.8 ,56 ,79.4
134.7 ,0    ,165.7 ,180.2 ,10   ,961   ,804.9 ,28 ,13.294
212   ,141.3,0     ,203.5 ,0    ,973.4 ,750   ,7  ,15.031
446   ,24   ,79    ,162   ,11.64,967   ,712   ,7  ,39.3
304   ,76   ,0     ,228   ,0    ,932   ,670   ,28 ,47.814
331   ,0    ,0     ,192   ,0    ,978   ,825   ,90 ,37.232
210.7 ,316.1,0     ,185.7 ,0    ,977   ,689.3 ,28 ,37.814
213.74,0    ,174.74,154.79,10.16,1053.5,776.35,14 ,33.729
295.71,0    ,95.64 ,171.54,8.87 ,955.14,859.2 ,56 ,48.718
200   ,133  ,0     ,192   ,0    ,965.4 ,806.2 ,7  ,17.166
290.35,0    ,96.18 ,168.08,9.41 ,961.18,865   ,100,48.973
281   ,0    ,0     ,185   ,0    ,1104  ,774   ,28 ,22.436
212.52,0    ,100.37,159.32,8.71 ,1007.8,903.59,14 ,26.31
200   ,133  ,0     ,192   ,0    ,965.4 ,806.2 ,28 ,30.44
380   ,0    ,0     ,228   ,0    ,932   ,670   ,90 ,52.908
359   ,19   ,141   ,154   ,10.91,942   ,801   ,7  ,38.611
295.71,0    ,95.64 ,171.54,8.87 ,955.14,859.2 ,100,52.042
181.9 ,272.8,0     ,185.7 ,0    ,1012.4,714.3 ,28 ,27.935
286.3 ,200.9,0     ,144.7 ,11.2 ,1004.6,803.7 ,3  ,24.401
485   ,0    ,0     ,146   ,0    ,1120  ,800   ,28 ,71.988
298   ,0    ,107   ,164   ,13   ,953   ,784   ,28 ,35.86
277   ,0    ,0     ,191   ,0    ,968   ,856   ,90 ,31.254
332.5 ,142.5,0     ,228   ,0    ,932   ,594   ,7  ,30.276
255   ,0    ,0     ,192   ,0    ,889.8 ,945   ,3  ,8.2041
166.8 ,250.2,0     ,203.5 ,0    ,975.6 ,692.6 ,3  ,6.9023
158.6 ,148.9,116   ,175.1 ,15   ,953.3 ,719.7 ,28 ,27.681
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,28 ,31.116
285   ,190  ,0     ,163   ,7.6  ,1031  ,685   ,28 ,53.579
167   ,187  ,195   ,185   ,7    ,898   ,636   ,28 ,23.89
122.6 ,183.9,0     ,203.5 ,0    ,958.2 ,800.1 ,3  ,3.3198
425   ,106.3,0     ,153.5 ,16.5 ,852.1 ,887.1 ,56 ,64.301
212.57,0    ,100.39,159.35,10.37,1003.8,903.79,28 ,37.404
304   ,76   ,0     ,228   ,0    ,932   ,670   ,90 ,49.185
331   ,0    ,0     ,192   ,0    ,879   ,825   ,3  ,13.521
157   ,236  ,0     ,192   ,0    ,935.4 ,781.2 ,7  ,16.889
424   ,22   ,132   ,178   ,8.48 ,822   ,750   ,7  ,39.005
190.34,0    ,125.18,166.61,9.88 ,1079  ,798.9 ,56 ,31.716
375   ,0    ,0     ,186   ,0    ,1038  ,758   ,7  ,26.062
151   ,0    ,184   ,167   ,12   ,991   ,772   ,28 ,15.568
287.3 ,120.5,93.9  ,187.6 ,9.2  ,904.4 ,695.9 ,28 ,43.798
349   ,0    ,0     ,192   ,0    ,1047  ,806   ,28 ,32.723
192   ,288  ,0     ,192   ,0    ,929.8 ,716.1 ,90 ,50.732
266   ,114  ,0     ,228   ,0    ,932   ,670   ,270,51.733
288   ,192  ,0     ,192   ,0    ,932   ,717.8 ,28 ,38.804
144.8 ,0    ,133.6 ,180.8 ,11.1 ,979.5 ,811.5 ,28 ,13.202
310   ,0    ,0     ,192   ,0    ,970   ,850   ,360,38.114
251.37,0    ,118.27,192.94,5.75 ,1043.6,754.3 ,3  ,11.983
154   ,144  ,112   ,220   ,10   ,923   ,658   ,28 ,16.499
393   ,0    ,0     ,192   ,0    ,940.6 ,785.6 ,90 ,48.847
108.3 ,162.4,0     ,203.5 ,0    ,938.2 ,849   ,28 ,20.594
146   ,173  ,0     ,182   ,3    ,986   ,817   ,28 ,23.739
157   ,236  ,0     ,192   ,0    ,935.4 ,781.2 ,28 ,33.664
300   ,0    ,0     ,184   ,0    ,1075  ,795   ,28 ,26.848
296   ,0    ,0     ,186   ,0    ,1090  ,769   ,7  ,18.912
302   ,0    ,0     ,203   ,0    ,974   ,817   ,14 ,18.126
229.68,0    ,118.16,195.23,6.13 ,1028.1,757.63,28 ,24.538
380   ,0    ,0     ,228   ,0    ,932   ,670   ,365,52.517
531.3 ,0    ,0     ,141.8 ,28.2 ,852.1 ,893.7 ,3  ,41.3
266   ,112  ,87    ,178   ,10   ,910   ,745   ,28 ,39.417
425   ,106.3,0     ,153.5 ,16.5 ,852.1 ,887.1 ,3  ,33.398
379.5 ,151.2,0     ,153.9 ,15.9 ,1134.3,605   ,56 ,54.896
277.19,97.82,24.46 ,160.7 ,11.19,1061.7,782.46,56 ,66.824
380   ,95   ,0     ,228   ,0    ,932   ,594   ,180,40.759
260.9 ,100.5,78.3  ,200.6 ,8.6  ,864.5 ,761.5 ,28 ,32.401
213.5 ,0    ,174.24,159.21,11.66,1043.6,771.9 ,3  ,15.61
446   ,24   ,79    ,162   ,10.3 ,967   ,712   ,56 ,54.765
249.1 ,0    ,98.75 ,158.11,12.8 ,987.76,889.01,28 ,30.847
337.9 ,189  ,0     ,174.9 ,9.5  ,944.7 ,755.8 ,3  ,24.097
229.68,0    ,118.16,195.23,6.13 ,1028.1,757.63,100,40.858
277.05,0    ,97.39 ,160.6 ,11.83,973.9 ,875.61,28 ,48.284
277   ,0    ,0     ,191   ,0    ,968   ,856   ,3  ,11.363
397   ,0    ,0     ,185.7 ,0    ,1040.6,734.3 ,28 ,33.082
362.6 ,189  ,0     ,164.9 ,11.6 ,944.7 ,755.8 ,28 ,71.299
182.04,45.21,121.97,170.21,8.19 ,1059.4,780.65,28 ,31.268
190   ,190  ,0     ,228   ,0    ,932   ,670   ,270,50.655
238   ,0    ,0     ,185   ,0    ,1118  ,789   ,28 ,17.54
322   ,149  ,0     ,186   ,8    ,951   ,709   ,28 ,52.421
296   ,0    ,106.7 ,221.4 ,10.5 ,819.2 ,778.4 ,28 ,31.42
153   ,145  ,0     ,178   ,8    ,1000  ,822   ,28 ,19.009
380   ,95   ,0     ,228   ,0    ,932   ,594   ,270,41.151
238.05,0    ,94.11 ,186.66,7    ,949.91,847.01,100,44.299
295.71,0    ,95.64 ,171.54,8.87 ,955.14,859.2 ,28 ,39.941
225   ,0    ,0     ,181   ,0    ,1113  ,833   ,7  ,11.17
160   ,250  ,0     ,168   ,12   ,1049  ,688   ,28 ,39.452
203.5 ,305.3,0     ,203.5 ,0    ,963.4 ,630   ,7  ,19.539
181.38,0    ,167.01,169.59,7.56 ,1055.6,777.8 ,14 ,21.601
318.8 ,212.5,0     ,155.7 ,14.3 ,852.1 ,880.4 ,56 ,66.1
313.3 ,0    ,113   ,178.5 ,8    ,1001.9,688.7 ,28 ,36.805
446   ,24   ,79    ,162   ,11.64,967   ,712   ,56 ,56.144
153   ,102  ,0     ,192   ,0    ,888   ,943.1 ,7  ,8.3744
331   ,0    ,0     ,192   ,0    ,978   ,825   ,7  ,16.265
304   ,76   ,0     ,228   ,0    ,932   ,670   ,270,54.378
273   ,105  ,82    ,210   ,9    ,904   ,680   ,28 ,37.17
520   ,0    ,0     ,175   ,5.2  ,870   ,805   ,28 ,51.021
296   ,0    ,0     ,186   ,0    ,1090  ,769   ,28 ,25.18
290.2 ,193.5,0     ,185.7 ,0    ,998.2 ,704.3 ,7  ,21.859
339.2 ,0    ,0     ,185.7 ,0    ,1069.2,754.3 ,7  ,21.179
376   ,0    ,0     ,214.6 ,0    ,1003.5,762.36,14 ,25.621
198.6 ,132.4,0     ,192   ,0    ,978.4 ,825.5 ,7  ,14.638
250.2 ,166.8,0     ,203.5 ,0    ,977.6 ,694.1 ,28 ,36.964
261.9 ,110.5,86.1  ,195.4 ,5    ,895.2 ,732.6 ,28 ,33.719
362.6 ,189  ,0     ,164.9 ,11.6 ,944.7 ,755.8 ,56 ,77.297
172.38,13.61,172.37,156.76,4.14 ,1006.3,856.4 ,14 ,29.751
439   ,177  ,0     ,186   ,11.1 ,884.9 ,707.9 ,91 ,73.298
382   ,0    ,0     ,186   ,0    ,1047  ,739   ,28 ,37.425
102   ,153  ,0     ,192   ,0    ,887   ,942   ,90 ,25.461
425   ,106.3,0     ,153.5 ,16.5 ,852.1 ,887.1 ,91 ,65.197
173.81,93.37,159.9 ,172.34,9.73 ,1007.2,746.6 ,100,50.938
305   ,0    ,100   ,196   ,10   ,959   ,705   ,28 ,30.123
339   ,0    ,0     ,197   ,0    ,968   ,781   ,14 ,27.041
220.8 ,147.2,0     ,185.7 ,0    ,1055  ,744.3 ,7  ,13.089
313   ,145  ,0     ,127   ,8    ,1000  ,822   ,28 ,44.519
312.7 ,144.7,0     ,127.3 ,8    ,999.7 ,822.2 ,28 ,44.524
356   ,0    ,142   ,193   ,11   ,801   ,778   ,28 ,40.865
397   ,0    ,0     ,186   ,0    ,1040  ,734   ,28 ,36.935
190.68,0    ,125.4 ,162.14,7.77 ,1090  ,804.01,100,40.569
150.7 ,0    ,185.3 ,166.7 ,15.6 ,1074.5,678   ,28 ,13.461
246.83,0    ,125.08,143.3 ,11.99,1086.8,800.89,14 ,42.217
525   ,0    ,0     ,189   ,0    ,1125  ,613   ,7  ,42.423
425   ,106.3,0     ,153.5 ,16.5 ,852.1 ,887.1 ,7  ,49.201
238.05,0    ,94.11 ,186.66,7    ,949.91,847.01,56 ,39.59
234   ,156  ,0     ,189   ,5.85 ,981   ,760   ,28 ,39.3
148.5 ,139.4,108.6 ,192.7 ,6.1  ,892.4 ,780   ,28 ,23.697
159   ,187  ,0     ,176   ,11   ,990   ,789   ,28 ,32.764
167.95,42.08,163.83,121.75,5.72 ,1058.7,780.11,3  ,7.7497
233.81,0    ,94.58 ,197.89,4.567,947.04,852.16,56 ,27.662
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,14 ,35.956
182.04,45.21,121.97,170.21,8.19 ,1059.4,780.65,100,48.67
183.9 ,122.6,0     ,203.5 ,0    ,959.2 ,800   ,7  ,10.788
266   ,114  ,0     ,228   ,0    ,932   ,670   ,180,48.696
297.16,0    ,117.54,174.8 ,9.52 ,1022.8,753.45,28 ,47.401
277   ,116.8,91    ,190.6 ,7    ,946.5 ,665.6 ,28 ,43.578
141.3 ,212  ,0     ,203.5 ,0    ,971.8 ,748.5 ,90 ,39.662
425   ,106.3,0     ,153.5 ,16.5 ,852.1 ,887.1 ,91 ,65.197
202   ,11   ,141   ,206   ,1.72 ,942   ,801   ,3  ,9.8497
213.76,98.06,24.52 ,181.74,6.65 ,1066  ,785.52,3  ,13.183
302   ,0    ,0     ,203   ,0    ,974   ,817   ,28 ,21.753
139.6 ,209.4,0     ,192   ,0    ,1047  ,806.9 ,7  ,14.589
393   ,0    ,0     ,192   ,0    ,940.6 ,785.6 ,3  ,19.199
233.81,0    ,94.58 ,197.89,4.567,947.04,852.16,28 ,22.835
349   ,0    ,0     ,192   ,0    ,1047  ,806.9 ,3  ,15.049
331   ,170  ,0     ,195   ,8    ,811   ,802   ,28 ,56.613
525   ,0    ,0     ,189   ,0    ,1125  ,613   ,3  ,33.798
213.72,98.05,24.51 ,181.71,6.86 ,1065.8,785.38,28 ,45.705
153.6 ,144.2,112.3 ,220.1 ,10.1 ,923.2 ,657.9 ,28 ,16.504
480   ,0    ,0     ,192   ,0    ,936   ,721   ,3  ,24.394
167.95,42.08,163.83,121.75,5.72 ,1058.7,780.11,56 ,32.854
382   ,0    ,0     ,186   ,0    ,1047  ,739   ,7  ,24.001
135   ,105  ,193   ,196   ,6    ,965   ,643   ,28 ,21.912
229.97,0    ,118.31,195.47,4.63 ,1029.4,758.59,28 ,24.483
326.5 ,0    ,137.9 ,199   ,10.8 ,801.1 ,792.5 ,28 ,38.631
284   ,119.7,0     ,168.3 ,7.2  ,970.4 ,794.2 ,28 ,40.935
190.34,0    ,125.18,166.61,9.88 ,1079  ,798.9 ,3  ,12.548
250.2 ,166.8,0     ,203.5 ,0    ,977.6 ,694.1 ,3  ,9.7313
288   ,192  ,0     ,192   ,0    ,932   ,717.8 ,90 ,50.527
379.5 ,151.2,0     ,153.9 ,15.9 ,1134.3,605   ,7  ,47.098
362.6 ,189  ,0     ,164.9 ,11.6 ,944.7 ,755.8 ,91 ,79.297
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,14 ,23.511
160.2 ,188  ,146.4 ,203.2 ,11.3 ,828.7 ,709.7 ,28 ,35.314
133.1 ,210.2,0     ,195.7 ,3.1  ,949.4 ,795.3 ,28 ,28.938
194.68,0    ,100.52,165.62,7.48 ,1006.4,905.9 ,28 ,25.724
193.5 ,290.2,0     ,185.7 ,0    ,998.2 ,704.3 ,28 ,32.627
304.8 ,0    ,99.6  ,196   ,9.8  ,959.4 ,705.2 ,28 ,30.123
143.6 ,0    ,174.9 ,158.4 ,17.9 ,942.7 ,844.5 ,28 ,15.424
251.37,0    ,118.27,188.45,5.75 ,1028.4,757.73,3  ,17.223
277.05,0    ,97.39 ,160.6 ,11.83,973.9 ,875.61,14 ,41.886
251.37,0    ,118.27,192.94,5.75 ,1043.6,754.3 ,28 ,33.274
165   ,128.5,132.1 ,175.06,8.08 ,1005.8,746.6 ,3  ,19.416
213.5 ,0    ,174.24,159.21,11.66,1043.6,771.9 ,56 ,51.256
288.4 ,121  ,0     ,177.4 ,7    ,907.9 ,829.5 ,28 ,42.14
194.68,0    ,100.52,170.17,7.48 ,998   ,901.8 ,100,44.278
167   ,75.4 ,167   ,164.03,7.91 ,1007.3,770.1 ,100,56.813
337.9 ,189  ,0     ,174.9 ,9.5  ,944.7 ,755.8 ,91 ,67.796
236   ,0    ,0     ,194   ,0    ,968   ,885   ,28 ,18.416
376   ,0    ,0     ,214.6 ,0    ,1003.5,762.36,3  ,16.279
212.57,0    ,100.39,159.35,10.37,1003.8,903.79,14 ,25.373
194.68,0    ,100.52,170.17,7.48 ,998   ,901.8 ,14 ,24.283
102   ,153  ,0     ,192   ,0    ,887   ,942   ,3  ,4.565
325   ,0    ,0     ,184   ,0    ,1063  ,783   ,7  ,17.54
500   ,0    ,0     ,200   ,0    ,1125  ,613   ,180,51.042
313.8 ,0    ,112.6 ,169.9 ,10.1 ,925.3 ,782.9 ,28 ,38.461
332.5 ,142.5,0     ,228   ,0    ,932   ,594   ,28 ,33.019
331   ,0    ,0     ,192   ,0    ,978   ,825   ,3  ,13.521
251.81,0    ,99.94 ,146.14,12.35,1006  ,899.76,14 ,33.357
165   ,0.02 ,143.57,163.81,0    ,1005.6,900.9 ,28 ,26.2
349   ,0    ,0     ,192   ,0    ,1047  ,806   ,180,41.051
290.2 ,193.5,0     ,185.7 ,0    ,998.2 ,704.3 ,28 ,33.043
350   ,0    ,0     ,203   ,0    ,974   ,775   ,14 ,22.532
355   ,19   ,97    ,145   ,12.25,967   ,871   ,28 ,55.455
318.8 ,212.5,0     ,155.7 ,14.3 ,852.1 ,880.4 ,7  ,33.398
173.81,93.37,159.9 ,172.34,9.73 ,1007.2,746.6 ,56 ,48.987
500   ,0    ,0     ,200   ,0    ,1125  ,613   ,270,55.158
173.81,93.37,159.9 ,172.34,9.73 ,1007.2,746.6 ,3  ,15.817
250   ,0    ,95.69 ,191.84,5.33 ,948.9 ,857.2 ,3  ,8.4874
198.6 ,132.4,0     ,192   ,0    ,978.4 ,825.5 ,3  ,9.1314
424   ,22   ,132   ,178   ,8.48 ,882   ,750   ,3  ,32.011
213.72,98.05,24.51 ,181.71,6.86 ,1065.8,785.38,14 ,30.385
194.68,0    ,100.52,165.62,7.48 ,1006.4,905.9 ,56 ,33.964
166   ,260  ,0     ,183   ,13   ,859   ,827   ,28 ,37.914
333   ,17.5 ,163   ,167   ,17.9 ,996   ,652   ,28 ,47.277
275.07,0    ,121.35,159.48,9.9  ,1053.6,777.5 ,28 ,51.331
349   ,0    ,0     ,192   ,0    ,1056  ,809   ,28 ,33.605
252.31,0    ,98.75 ,146.25,14.17,987.76,889.01,3  ,21.781
229.97,0    ,118.31,195.47,4.63 ,1029.4,758.59,100,35.343
304   ,76   ,0     ,228   ,0    ,932   ,670   ,365,55.26
153   ,102  ,0     ,192   ,0    ,888   ,943.1 ,90 ,26.323
379.5 ,151.2,0     ,153.9 ,15.9 ,1134.3,605   ,3  ,28.599
540   ,0    ,0     ,173   ,0    ,1125  ,613   ,90 ,69.658
388.6 ,97.1 ,0     ,157.9 ,12.1 ,852.1 ,925.7 ,7  ,34.901
249.1 ,0    ,98.75 ,158.11,12.8 ,987.76,889.01,14 ,28.682
133   ,200  ,0     ,192   ,0    ,927.4 ,839.2 ,28 ,27.875
387   ,20   ,94    ,157   ,13.93,938   ,845   ,56 ,47.967
178.03,129.8,118.6 ,179.94,3.57 ,1007.3,746.8 ,100,49.994
297.16,0    ,117.54,174.8 ,9.52 ,1022.8,753.45,3  ,21.912
166.09,0    ,163.27,176.46,4.49 ,1058.6,780.09,56 ,28.627
387   ,20   ,94    ,157   ,11.61,938   ,845   ,3  ,34.77
238   ,0    ,0     ,186   ,0    ,1119  ,789   ,7  ,12.052
277.19,97.82,24.46 ,160.7 ,11.19,1061.7,782.46,28 ,63.142
213.76,98.06,24.52 ,181.74,6.65 ,1066  ,785.52,100,49.973
289   ,0    ,0     ,192   ,0    ,913.2 ,895.3 ,3  ,11.655
212   ,0    ,124.78,159   ,7.84 ,1085.4,799.54,28 ,38.5
284   ,15   ,141   ,179   ,5.46 ,842   ,801   ,7  ,24.132
469   ,117.2,0     ,137.8 ,32.2 ,852.1 ,840.5 ,3  ,40.196
140   ,164  ,128   ,237   ,6    ,869   ,656   ,28 ,35.225
252.31,0    ,98.75 ,146.25,14.17,987.76,889.01,100,60.95
236   ,0    ,0     ,194   ,0    ,968   ,885   ,14 ,12.838
173.54,50.05,173.53,164.77,6.47 ,1006.2,793.5 ,28 ,38.204
325.6 ,166.4,0     ,174   ,8.9  ,881.6 ,790   ,28 ,61.236
213.5 ,0    ,174.24,159.21,11.66,1043.6,771.9 ,14 ,29.592
310   ,0    ,0     ,192   ,0    ,970   ,850   ,90 ,34.681
313.3 ,262.2,0     ,175.5 ,8.6  ,1046.9,611.8 ,7  ,42.796
153   ,145  ,113   ,178   ,8    ,1002  ,689   ,28 ,25.559
362.6 ,189  ,0     ,164.9 ,11.6 ,944.7 ,755.8 ,28 ,71.299
313.3 ,145  ,0     ,178.5 ,8    ,1001.9,688.7 ,28 ,41.053
158.4 ,0    ,194.9 ,219.7 ,11   ,897.7 ,712.9 ,28 ,8.5364
212.57,0    ,100.39,159.35,10.37,1003.8,903.79,3  ,13.334
446   ,24   ,79    ,162   ,11.61,967   ,712   ,56 ,61.067
159   ,149  ,116   ,175   ,15   ,953   ,720   ,28 ,27.676
251.37,0    ,118.27,188.45,6.35 ,1028.4,757.73,14 ,24.428
281   ,0    ,0     ,186   ,0    ,1104  ,774   ,28 ,22.436
388.6 ,97.1 ,0     ,157.9 ,12.1 ,852.1 ,925.7 ,3  ,28.096
173.54,50.05,173.53,164.77,6.47 ,1006.2,793.5 ,56 ,53.772
389.9 ,189  ,0     ,145.9 ,22   ,944.7 ,755.8 ,7  ,59.095
236.9 ,91.7 ,71.5  ,246.9 ,6    ,852.9 ,695.4 ,28 ,28.63
286.3 ,200.9,0     ,144.7 ,11.2 ,1004.6,803.7 ,28 ,67.7
238.1 ,0    ,0     ,185.7 ,0    ,1118.8,789.3 ,28 ,17.576
500   ,0    ,0     ,200   ,0    ,1125  ,613   ,28 ,44.092
318.8 ,212.5,0     ,155.7 ,14.3 ,852.1 ,880.4 ,28 ,55.496
249.1 ,0    ,98.75 ,158.11,12.8 ,987.76,889.01,100,51.056
155.2 ,183.9,143.2 ,193.8 ,9.2  ,879.6 ,698.5 ,28 ,28.991
331   ,0    ,0     ,192   ,0    ,978   ,825   ,28 ,31.447
316.1 ,210.7,0     ,185.7 ,0    ,977   ,689.3 ,7  ,24.438
250   ,0    ,95.69 ,191.84,5.33 ,948.9 ,857.2 ,100,41.162
213.74,0    ,174.74,154.79,10.16,1053.5,776.35,56 ,46.643
491   ,26   ,123   ,201   ,3.93 ,822   ,699   ,28 ,57.916
139.9 ,132.6,103.3 ,200.3 ,7.4  ,916   ,753.4 ,28 ,36.444
190.68,0    ,125.4 ,162.14,7.77 ,1090  ,804.01,14 ,21.063
233.81,0    ,94.58 ,197.89,4.567,947.04,852.16,3  ,10.384
313   ,0    ,0     ,178   ,8    ,1000  ,822   ,28 ,25.097
237.5 ,237.5,0     ,228   ,0    ,932   ,594   ,7  ,26.258
330.5 ,169.6,0     ,194.9 ,8.1  ,811   ,802.3 ,28 ,56.619
313   ,0    ,113   ,178   ,8    ,1002  ,689   ,28 ,36.804
425   ,106.3,0     ,153.5 ,16.5 ,852.1 ,887.1 ,3  ,33.398
350   ,0    ,0     ,203   ,0    ,974   ,775   ,28 ,27.338
389.9 ,189  ,0     ,145.9 ,22   ,944.7 ,755.8 ,3  ,40.596
190.34,0    ,125.18,161.85,9.88 ,1088.1,802.59,28 ,28.468
173   ,116  ,0     ,192   ,0    ,946.8 ,856.8 ,28 ,24.282
143.7 ,170.2,132.6 ,191.6 ,8.5  ,814.1 ,805.3 ,28 ,29.871
309.9 ,142.8,111.2 ,167.8 ,22.1 ,913.9 ,651.2 ,28 ,38.216
237   ,92   ,71    ,247   ,6    ,853   ,695   ,28 ,28.627
165   ,0.02 ,143.57,163.81,0    ,1005.6,900.9 ,3  ,14.396
218.85,0    ,124.13,158.49,11.33,1078.7,794.91,28 ,30.22
339   ,0    ,0     ,197   ,0    ,968   ,781   ,28 ,32.04
154.8 ,183.4,0     ,193.3 ,9.1  ,1047.4,696.7 ,28 ,18.288
154   ,174  ,185   ,228   ,7    ,845   ,612   ,28 ,24.339
290.35,0    ,96.18 ,168.08,9.41 ,961.18,865   ,56 ,45.085
